player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Noah Holmes,104560,LB,E CAROLINA,8,27,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,78.6,,,0,0,,70.8,0,,0.0,0,0,0.0,0,22,81.5,28,1,1,0,0,0,0,0.0,
Marques White,108130,ED,UMASS,12,30,0,216,0,11.0,0.0,11.1,,7.0,0,1,100.0,76.0,0,,,0,1,39.6,0,7,23.3,63,1,0,1,0,0,0,0.0,,0,1,,,11.8,,,0,0,,61.3,0,,0.0,0,0,0.0,0,14,46.7,119,4,2,0,0,0,0,0.0,
Tra Thomas,116043,ED,NC STATE,13,33,0,248,1,9.0,100.0,6.7,4.0,4.0,0,0,0.0,44.9,0,4,0.0,0,0,122.9,1,4,12.1,60,0,0,1,1,4,0,1.0,4.0,0,0,,,20.3,,,0,0,,56.3,0,,0.0,0,0,0.0,0,25,75.8,123,3,1,0,0,0,0,0.0,
Elijah Culp,121345,CB,JAMES MAD,13,442,0,197,0,16.4,40.0,98.8,15.8,6.3,0,4,16.0,67.4,0,18,0.0,0,2,74.6,10,171,38.7,173,4,7,25,2,62,15,0.4,6.2,0,0,10.4,61.5,98.2,12.8,7.9,2,4,15.4,69.7,1,44,11.8,2,2,64.1,16,218,49.3,222,5,15,26,0,167,78,0.8,10.4
Sam Howard,121351,LB,TULANE,11,268,0,319,0,-2.7,100.0,63.2,18.7,18.7,0,0,0.0,50.6,0,14,0.0,0,0,147.9,3,60,22.4,95,3,1,3,1,30,38,0.5,10.0,0,5,2.8,55.6,85.4,25.2,14.0,0,0,0.0,70.8,0,20,14.3,2,0,67.8,5,135,50.4,158,4,7,9,0,42,39,0.3,8.4
Tyrese Hopkins,121461,LB,LA MONROE,9,54,0,209,0,-3.5,50.0,90.0,18.0,9.0,0,0,0.0,71.2,0,2,0.0,0,0,56.3,1,18,33.3,20,1,1,2,0,2,7,0.1,2.0,0,0,6.0,100.0,85.7,11.0,11.0,0,0,0.0,47.1,0,19,100.0,2,0,112.5,3,36,66.7,42,0,0,3,0,33,15,1.0,11.0
Kenneth Harris,121523,CB,OKLA STATE,12,324,0,262,1,13.0,47.1,92.2,10.3,4.8,0,2,11.8,47.9,0,47,25.0,1,2,107.4,8,94,29.0,102,1,2,17,3,108,60,1.3,13.5,0,1,11.3,76.9,94.9,6.6,5.1,0,6,15.4,46.8,0,43,32.0,8,5,122.1,30,206,63.6,217,4,16,39,1,443,250,2.2,14.8
Channing Canada,121668,CB,TCU,13,360,0,305,0,18.2,40.0,100.0,21.5,8.6,0,1,20.0,52.5,0,30,33.3,1,0,68.8,2,48,13.3,48,0,2,5,0,40,2,0.9,20.0,0,2,14.5,72.4,100.0,12.1,8.8,1,2,6.9,58.3,0,57,12.5,3,2,125.1,21,264,73.3,264,2,19,29,2,276,65,1.1,13.1
Isaiah Cash,121669,CB,VA TECH,12,265,0,337,0,22.0,28.6,92.5,16.0,4.6,0,1,14.3,36.1,0,44,0.0,0,1,74.7,2,37,14.0,40,0,3,7,0,80,1,2.5,40.0,0,6,4.9,69.2,96.2,9.4,6.5,1,0,0.0,72.1,0,38,8.0,2,0,83.2,18,176,66.4,183,10,17,26,0,146,96,0.9,8.1
Immanuel Bush,121724,DI,JAMES MAD,12,1,0,197,1,,,2.0,,,0,0,,69.0,0,,50.0,1,0,0.0,0,1,100.0,51,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,61.4,0,,0.0,0,0,0.0,0,0,0.0,68,2,1,0,0,0,0,,
JoJo Evans Jr.,121728,S,LOUISVILLE,12,385,0,210,0,5.1,77.8,91.5,8.3,6.4,0,0,0.0,58.1,0,14,0.0,0,0,128.7,7,65,16.9,71,1,4,9,1,54,48,0.9,7.7,0,5,13.9,47.8,91.7,23.9,11.4,0,3,13.0,68.4,1,38,5.3,1,3,81.1,11,275,71.4,300,4,13,23,2,156,52,0.6,14.2
Kerion Martin,121739,LB,MARSHALL,12,159,0,214,0,-6.0,0.0,33.7,,28.0,0,0,0.0,79.3,0,,25.0,1,0,39.6,0,29,18.2,86,4,3,1,0,0,0,0.0,,0,2,6.9,77.8,81.7,12.6,9.8,0,0,0.0,55.2,0,16,18.8,3,0,104.2,7,94,59.1,115,4,11,9,0,81,47,0.9,11.6
Zane Porter,121745,LB,MARSHALL,2,3,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.0,0.0,100.0,,2.0,0,0,0.0,52.4,0,,,0,0,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,
Daytione Smith,121749,S,MARSHALL,12,362,0,214,0,12.3,46.2,98.4,19.5,9.0,0,2,15.4,85.4,3,16,11.1,1,2,13.5,6,125,34.5,127,4,8,13,0,30,20,0.3,5.0,0,5,12.9,57.1,99.4,19.6,11.2,0,3,21.4,60.7,0,22,17.6,3,3,79.2,8,164,45.3,165,1,9,14,0,99,32,0.6,12.4
An'Darius Coffey,121757,S,PURDUE,8,78,0,273,0,11.8,50.0,100.0,9.0,4.5,0,0,0.0,52.5,0,21,0.0,0,0,84.4,2,19,24.4,19,0,2,4,0,39,5,2.2,19.5,0,0,3.7,71.4,92.6,9.6,6.9,0,1,14.3,60.0,0,14,25.0,2,0,83.0,5,50,64.1,54,2,6,7,0,36,39,0.8,7.2
Devonte Golden-Nelson,121780,CB,W VIRGINIA,2,3,0,343,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,11.0,0.0,100.0,,2.0,0,0,0.0,52.2,0,,0.0,0,0,39.6,0,2,66.7,2,0,1,1,0,0,0,0.0,
Jacob Busic,121837,ED,UCLA,12,13,0,324,0,,,6.7,,,0,0,,62.4,0,,50.0,1,0,0.0,0,4,30.8,60,0,1,0,0,0,0,0.0,,0,0,,,8.7,,,0,0,,63.1,0,,,0,0,0.0,0,8,61.5,92,1,0,0,0,0,0,0.0,
Ajani Cuevas-Gillis,121841,S,MARSHALL,1,6,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,0.0,83.3,,5.0,0,1,100.0,77.8,0,,,0,1,39.6,0,5,83.3,6,0,0,1,0,0,0,0.0,
Rodney Johnson,122103,CB,LOUISVILLE,8,64,0,210,0,5.0,50.0,100.0,12.0,6.0,0,1,50.0,75.2,0,3,,0,1,56.3,1,15,23.4,15,0,0,2,0,3,5,0.3,3.0,0,3,5.0,33.3,100.0,44.0,14.7,0,0,0.0,58.9,0,4,33.3,2,0,42.4,1,45,70.3,45,0,1,3,0,4,5,0.1,4.0
Fred Davis II,122146,CB,NWESTERN,12,284,0,256,0,16.6,55.6,98.6,13.6,7.6,0,2,22.2,59.7,0,32,0.0,0,1,83.1,5,72,25.4,73,0,3,9,0,75,8,1.1,15.0,0,5,11.7,80.0,100.0,10.3,8.3,0,2,10.0,69.0,0,34,11.1,2,2,120.4,16,168,59.2,168,3,11,20,1,178,58,1.1,11.1
Malcolm Greene,122148,CB,UMASS,11,267,0,216,0,13.1,55.6,98.3,10.8,6.0,0,0,0.0,48.8,0,34,0.0,0,0,128.7,5,58,21.7,59,0,1,9,3,88,13,1.6,17.6,0,1,12.6,72.0,100.0,9.9,7.2,0,2,8.0,52.5,0,51,13.3,2,2,149.2,18,187,70.0,187,3,12,25,3,285,90,1.6,15.8
Tyler Venables,122163,S,CLEMSON,4,35,0,140,0,9.5,50.0,92.3,12.0,6.0,0,0,0.0,62.0,0,12,,0,0,68.8,1,12,34.3,13,0,0,2,0,12,6,1.0,12.0,0,0,7.0,50.0,100.0,22.0,11.0,0,0,0.0,60.3,0,7,33.3,1,0,58.3,1,23,65.7,23,0,2,2,0,7,2,0.3,7.0
Isaiah Dunson,122209,CB,GA STATE,2,10,0,175,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,3,30.0,3,0,0,0,0,0,0,0.0,,0,0,6.7,100.0,100.0,2.0,2.0,0,0,0.0,49.8,0,13,0.0,0,0,102.8,3,6,60.0,6,0,2,3,0,26,6,4.3,8.7
Jamar Rucks,122252,ED,KENNESAW,11,11,0,200,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,8,0,0,0,0,0,0,0.0,,0,0,,,24.3,,,0,0,,65.4,0,,0.0,0,0,0.0,0,9,81.8,37,0,1,0,0,0,0,0.0,
Tony Anyanwu,122261,ED,RICE,13,53,0,275,0,,,2.9,,,0,0,,63.1,0,,66.7,2,0,0.0,0,3,5.7,102,3,1,0,0,0,0,0.0,,0,2,16.8,50.0,15.9,13.5,6.8,0,0,0.0,56.3,0,56,0.0,0,0,135.4,2,31,58.5,195,3,2,4,1,70,30,2.6,35.0
Mike Harris,122269,S,S ALABAMA,12,157,0,288,1,7.8,50.0,96.0,7.3,3.7,0,1,16.7,51.5,0,36,25.0,1,0,88.2,3,24,15.3,25,0,2,6,0,64,38,2.9,21.3,0,1,-1.1,100.0,98.0,8.7,8.7,0,0,0.0,63.4,0,17,30.0,3,0,114.8,11,99,63.1,101,1,6,11,1,47,61,0.5,4.3
A.J. McCarty,122274,CB,TEXAS TECH,12,125,0,315,0,2.0,66.7,88.9,11.0,7.3,0,0,0.0,71.3,0,6,0.0,0,0,70.1,2,24,19.2,27,1,2,3,0,9,7,0.4,4.5,0,0,3.4,54.5,87.2,10.8,5.9,0,1,9.1,70.4,0,38,50.0,4,1,74.8,6,68,54.4,78,4,4,11,0,72,65,1.1,12.0
Devin Neal,122278,S,VIRGINIA,14,251,0,335,0,10.6,50.0,90.4,16.8,8.4,0,1,10.0,68.1,0,21,0.0,0,1,89.6,5,85,33.9,94,3,9,10,1,30,8,0.4,6.0,0,3,9.2,69.2,97.7,14.1,9.8,1,3,23.1,73.5,0,32,5.9,1,3,126.3,9,129,51.4,132,5,13,13,2,84,12,0.7,9.3
Shane Bruce,122323,LB,COAST CAR,6,131,0,141,0,,,52.9,,,0,0,,63.6,0,,,0,0,0.0,0,9,6.9,17,0,0,0,0,0,0,0.0,,0,2,3.0,66.7,80.4,12.0,8.0,0,0,0.0,76.8,2,14,0.0,0,0,45.8,6,74,56.5,92,2,4,9,0,60,43,0.8,10.0
Stephen Dix Jr.,122396,LB,ARKANSAS,12,233,0,111,0,2.0,60.0,77.4,21.3,12.8,0,0,0.0,67.7,0,22,0.0,0,0,67.9,3,72,30.9,93,2,5,5,0,19,32,0.3,6.3,0,2,2.9,75.0,77.3,11.8,8.8,0,0,0.0,52.1,0,62,23.1,3,0,113.9,9,109,46.8,141,4,8,12,0,142,117,1.3,15.8
Jadarius Green-McKnight,122399,S,MARSHALL,11,142,0,214,0,11.8,80.0,63.0,8.0,6.4,0,0,0.0,48.0,0,40,0.0,0,0,158.3,4,34,23.9,54,0,1,5,1,84,43,2.6,21.0,0,1,10.2,66.7,96.2,18.0,12.0,0,0,0.0,68.9,1,31,11.1,1,0,55.6,4,75,52.8,78,1,7,6,0,54,24,0.8,13.5
Tyler Bride,122432,S,JVILLE ST,1,5,0,196,0,,,75.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,60.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.6,0,,0.0,0,0,0.0,0,2,40.0,2,0,1,0,0,0,0,0.0,
Marques Watson-Trent,122461,LB,NEBRASKA,12,107,0,238,2,-1.0,100.0,74.5,37.0,37.0,0,0,0.0,63.7,0,18,33.3,1,0,118.8,1,41,38.3,55,1,0,1,0,18,19,0.5,18.0,0,0,3.2,100.0,90.6,10.8,10.8,0,0,0.0,54.3,0,14,33.3,1,0,110.0,5,58,54.2,64,1,2,5,0,52,36,1.0,10.4
Karon Prunty,122574,CB,WAKE,13,459,0,339,0,10.6,10.0,100.0,74.0,7.4,0,3,30.0,75.2,0,14,33.3,1,3,72.9,1,82,17.9,82,1,2,10,1,14,0,0.2,14.0,0,3,15.3,54.1,98.8,16.1,8.7,1,4,10.8,81.6,1,65,12.5,4,3,78.1,20,334,72.8,338,6,25,37,1,295,93,0.9,14.8
Tee Denson,122591,S,JVILLE ST,2,13,0,196,0,4.3,66.7,83.3,2.5,1.7,0,0,0.0,70.7,0,15,0.0,0,0,85.4,2,5,38.5,6,1,2,3,0,20,3,4.0,10.0,0,1,-1.5,100.0,100.0,3.5,3.5,0,0,0.0,72.4,0,6,0.0,0,0,87.5,2,7,53.8,7,0,0,2,0,10,13,1.4,5.0
Cody Stufflebean,122619,ED,KANSAS ST,12,2,0,199,0,-3.0,100.0,2.1,2.0,2.0,0,0,0.0,59.4,0,15,33.3,1,0,118.8,1,2,100.0,97,4,2,1,0,15,18,7.5,15.0,0,0,,,0.0,,,0,0,,53.4,0,,50.0,2,0,0.0,0,0,0.0,175,3,2,0,0,0,0,,
Caleb Anderson,122629,CB,MICHIGAN,7,52,0,222,0,4.3,100.0,100.0,3.7,3.7,0,0,0.0,54.0,0,15,50.0,1,0,98.6,3,12,23.1,12,0,1,3,0,23,10,2.1,7.7,0,0,12.3,75.0,100.0,9.7,7.3,0,0,0.0,50.3,0,25,33.3,1,0,112.5,3,30,57.7,30,0,2,4,0,46,9,1.6,15.3
Courtline Flowers,122635,CB,LA LAFAYET,12,357,0,207,0,12.1,55.6,100.0,7.8,4.3,0,3,16.7,52.2,0,68,12.5,1,2,118.3,10,84,23.5,84,0,7,18,1,222,96,2.8,22.2,0,1,10.5,66.7,99.2,9.6,6.4,0,1,2.6,69.6,2,64,8.0,2,1,114.5,26,258,72.3,260,10,22,39,5,362,120,1.5,13.9
Caleb Kibodi,122645,LB,LA LAFAYET,8,32,0,207,0,,,50.0,,,0,0,,63.7,0,,0.0,0,0,0.0,0,3,9.4,6,1,1,0,0,0,0,0.0,,0,0,6.0,75.0,79.4,9.0,6.8,0,0,0.0,60.0,0,10,0.0,0,0,82.3,3,27,84.4,34,3,3,4,0,17,8,0.6,5.7
Jordan Lawson,122647,ED,LA LAFAYET,13,21,0,207,0,,,3.8,,,0,0,,60.2,0,,,0,0,0.0,0,3,14.3,80,1,0,0,0,0,0,0.0,,0,0,-2.7,100.0,8.6,5.3,5.3,0,0,0.0,80.8,0,14,33.3,3,0,118.8,3,18,85.7,209,9,6,3,0,39,47,2.4,13.0
Dominique Ratcliff,122655,DI,INDIANA,16,1,0,190,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,0.8,,,0,0,,62.5,0,,0.0,0,0,0.0,0,1,100.0,129,3,1,0,0,0,0,0.0,
Tyree Skipper,122660,S,LA LAFAYET,11,262,0,207,0,10.0,50.0,92.5,45.0,22.5,0,1,50.0,60.0,0,27,100.0,2,1,95.8,1,49,18.7,53,1,0,2,0,27,23,0.6,27.0,0,4,12.3,60.0,97.5,15.9,9.6,1,1,5.0,43.8,1,98,18.2,4,1,99.8,12,197,75.2,202,3,14,20,1,249,127,1.3,20.8
Korian Wilson,122662,CB,LA MONROE,2,50,0,209,0,,,90.9,,,0,0,,65.4,0,,,0,0,0.0,0,10,20.0,11,0,0,0,0,0,0,0.0,,0,0,4.7,100.0,100.0,12.3,12.3,0,0,0.0,64.8,0,11,14.3,1,0,101.4,3,38,76.0,38,0,6,3,0,25,11,0.7,8.3
Ben Bell,122665,ED,VA TECH,12,54,0,337,0,,,2.4,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,1.9,42,0,0,0,0,0,0,0.0,,0,3,4.0,100.0,25.0,8.0,8.0,0,0,0.0,51.5,0,22,33.3,4,0,106.9,6,49,90.7,196,5,5,6,0,58,34,1.2,9.7
Kershawn Fisher,122670,ED,W MICHIGAN,14,48,0,347,0,,,6.3,,,0,0,,62.1,0,,50.0,1,0,0.0,0,5,10.4,79,1,1,0,0,0,0,0.0,,0,0,4.2,100.0,19.6,6.6,6.6,0,0,0.0,38.0,0,15,40.0,4,0,111.7,5,37,77.1,189,5,6,5,0,54,33,1.6,10.8
Cedric Woods,122690,CB,LA TECH,11,305,0,208,1,16.0,44.4,98.7,11.3,5.0,0,5,18.5,56.1,0,38,0.0,0,5,71.1,12,153,50.2,155,4,11,27,0,207,54,1.5,17.3,0,0,14.4,33.3,98.8,20.3,6.8,0,2,16.7,72.0,0,15,0.0,0,2,42.4,4,83,27.2,84,0,5,12,0,31,34,0.4,7.8
Henry Bryant,122696,DI,GA STATE,11,2,0,175,0,,,4.3,,,0,0,,57.1,0,,100.0,1,0,0.0,0,2,100.0,46,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,108,1,1,0,0,0,0,,
Mason Reiger,122721,ED,WISCONSIN,12,17,0,349,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,54,2,0,0,0,0,0,0.0,,0,3,6.0,100.0,7.0,15.0,15.0,0,0,0.0,62.0,0,6,40.0,4,0,91.7,1,15,88.2,213,4,3,1,0,6,0,0.4,6.0
Tahj Chambers,122740,LB,OLE MISS,14,187,0,226,0,,,75.8,,,0,0,,65.0,0,,0.0,0,0,0.0,0,25,13.4,33,1,1,0,0,0,0,0.0,,0,2,2.1,69.2,89.3,14.1,9.8,0,2,15.4,66.9,0,19,13.3,2,2,84.5,9,133,71.1,149,7,11,13,0,77,75,0.6,8.6
Jalen Brooks,122823,LB,MO STATE,11,162,0,230,0,6.0,0.0,60.0,,12.0,1,1,100.0,76.3,0,,0.0,0,1,39.6,0,12,7.4,20,1,1,1,0,0,0,0.0,,0,1,0.1,82.4,95.5,8.6,7.1,0,0,0.0,92.3,0,64,9.1,2,0,113.0,14,126,77.8,132,11,19,17,1,109,117,0.9,7.8
Ja'Qurious Conley,122827,S,CHARLOTTE,11,220,0,136,0,1.0,66.7,97.3,18.0,12.0,0,2,66.7,82.1,0,12,33.3,1,2,78.5,2,36,16.4,37,1,2,3,0,15,15,0.4,7.5,0,2,9.3,60.0,97.6,13.2,7.9,0,2,10.0,68.8,3,38,13.6,3,2,39.8,12,161,73.2,165,2,17,20,0,131,59,0.8,10.9
Tony Grimes,122837,CB,PURDUE,11,326,0,273,0,14.1,50.0,100.0,12.0,6.0,1,5,35.7,56.3,0,22,28.6,2,3,91.1,7,90,27.6,90,0,5,14,1,79,22,0.9,11.3,0,2,13.9,52.0,98.1,15.3,8.0,0,2,8.0,59.0,0,65,25.0,4,1,110.8,13,205,62.9,209,2,10,25,1,323,131,1.6,24.8
Devan Boykin,122855,S,INDIANA,16,353,0,190,0,19.3,14.3,97.5,37.0,5.3,0,2,28.6,77.2,0,14,,0,0,39.6,1,39,11.0,40,0,0,7,0,14,-1,0.4,14.0,0,3,4.5,83.3,84.0,7.7,6.4,1,2,5.6,79.1,2,26,7.7,2,2,75.7,30,236,66.9,281,15,21,36,0,278,189,1.2,9.3
Jayland Parker,122879,LB,MARSHALL,7,117,0,214,0,-9.0,100.0,54.2,24.0,24.0,0,0,0.0,63.7,0,2,33.3,1,0,79.2,1,26,22.2,48,1,2,1,0,2,11,0.1,2.0,0,0,3.6,85.7,92.2,9.3,8.0,0,0,0.0,36.4,0,8,57.1,4,0,86.9,6,59,50.4,64,2,3,7,0,34,22,0.6,5.7
Josh Pierre-Louis,122880,S,MARSHALL,12,279,0,214,1,12.6,50.0,75.7,18.8,9.4,0,0,0.0,57.9,0,45,16.7,1,0,127.1,4,81,29.0,107,1,4,8,1,84,30,1.1,21.0,0,2,17.4,58.3,97.8,17.7,10.3,0,0,0.0,61.3,0,71,0.0,0,0,130.6,7,131,47.0,134,4,9,12,1,171,91,1.4,24.4
Jordan Botelho,122894,ED,NOTRE DAME,12,10,0,258,0,,,5.4,,,0,0,,48.8,0,,0.0,0,0,0.0,0,5,50.0,92,1,1,0,0,0,0,0.0,,0,0,,,5.6,,,0,0,,60.8,0,,100.0,1,0,0.0,0,4,40.0,71,1,0,0,0,0,0,0.0,
Aidan Keanaaina,122903,DI,CAL,13,1,0,130,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,75,0,0,0,0,0,0,,,0,0,,,0.6,,,0,0,,54.6,0,,50.0,1,0,0.0,0,1,100.0,171,1,1,0,0,0,0,0.0,
Caleb Offord,122908,CB,KENNESAW,12,451,0,200,1,17.6,39.1,98.9,8.8,3.4,0,8,34.8,55.3,0,40,14.3,1,7,81.1,9,90,20.0,91,0,5,23,1,176,37,2.2,19.6,0,1,10.2,57.7,100.0,15.7,9.1,1,3,11.5,68.4,1,35,12.5,3,2,58.8,15,256,56.8,256,7,20,26,0,154,55,0.7,10.3
Joshua Eaton,122924,CB,MICH STATE,12,243,0,223,0,6.2,83.3,98.2,10.4,8.7,0,0,0.0,58.8,0,35,0.0,0,0,158.3,5,55,22.6,56,1,5,6,1,77,39,1.5,15.4,0,0,13.3,50.0,100.0,31.8,15.9,0,0,0.0,65.6,0,18,36.4,4,0,59.4,4,133,54.7,133,1,7,8,0,30,5,0.2,7.5
DJ Graham II,122926,CB,KANSAS,11,247,0,198,0,12.9,50.0,100.0,9.6,4.8,0,1,7.1,55.0,0,18,16.7,1,1,92.6,7,71,28.7,71,0,5,14,1,84,27,1.3,12.0,0,1,7.3,60.0,99.2,13.2,7.9,0,2,13.3,70.8,0,48,22.2,2,2,102.1,9,122,49.4,123,4,6,15,1,100,60,0.8,11.1
Justin Harrington,122928,S,W VIRGINIA,7,29,0,343,0,,,62.5,,,0,0,,46.8,0,,,0,0,0.0,0,5,17.2,8,0,0,0,0,0,0,0.0,,0,0,1.3,100.0,87.5,6.3,6.3,0,0,0.0,60.9,0,9,0.0,0,0,100.0,3,21,72.4,24,0,1,3,0,24,20,1.3,8.0
Shane Whitter,122949,LB,N TEXAS,9,154,0,251,0,5.4,40.0,57.6,18.0,7.2,0,1,20.0,55.7,0,2,,0,1,87.5,2,38,24.7,66,0,0,5,2,3,2,0.1,1.5,0,1,4.1,93.3,80.9,6.1,5.7,0,0,0.0,82.4,1,35,9.1,1,0,76.4,14,89,57.8,110,5,9,15,0,135,95,1.6,9.6
Jeff Roberson,122986,LB,MINNESOTA,4,10,0,225,0,,,66.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,20.0,3,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,85.7,6.0,6.0,0,0,0.0,50.3,0,0,,0,0,79.2,1,6,60.0,7,0,0,1,0,0,2,0.0,0.0
Nick Session,122990,S,NEW MEX ST,12,355,0,242,0,20.0,50.0,98.0,11.8,5.9,0,2,25.0,53.4,0,34,0.0,0,1,119.8,4,49,13.8,50,1,4,8,1,70,18,1.5,17.5,0,2,13.6,57.9,98.8,20.9,12.1,0,2,10.5,64.8,0,55,5.3,1,2,120.5,11,240,67.6,243,5,16,19,2,160,30,0.7,14.5
Rashad Battle,123003,CB,PITTSBURGH,11,284,0,268,0,14.2,60.0,94.1,4.7,2.8,0,1,20.0,45.4,0,35,0.0,0,1,137.5,3,16,5.6,17,0,1,5,2,55,29,3.9,18.3,0,2,10.7,61.1,100.0,9.8,6.0,0,4,11.1,71.1,0,53,4.0,1,3,108.9,22,228,80.3,228,8,22,36,2,323,74,1.5,14.7
Dayon Hayes,123010,ED,TEXAS A&M,13,1,0,312,0,11.0,100.0,1.8,1.0,1.0,0,0,0.0,60.0,0,4,,0,0,122.9,1,1,100.0,57,0,0,1,1,4,0,4.0,4.0,0,0,,,0.0,,,0,0,,53.3,0,,50.0,2,0,0.0,0,0,0.0,128,4,2,0,0,0,0,,
Bangally Kamara,123012,LB,KANSAS,11,192,0,198,1,3.0,71.4,58.9,8.2,5.9,0,1,14.3,69.0,0,39,25.0,2,1,149.4,5,43,22.4,73,3,5,7,1,81,79,2.0,16.2,0,2,6.4,100.0,78.7,15.1,15.1,0,1,14.3,54.0,0,17,25.0,2,1,107.1,7,111,57.8,141,3,4,7,0,68,23,0.6,9.7
Buddy Mack III,123015,CB,S CAROLINA,1,7,0,289,0,30.0,100.0,100.0,2.0,2.0,0,0,0.0,46.2,0,32,,0,0,118.8,1,2,28.6,2,0,0,1,0,32,2,16.0,32.0,0,0,5.0,100.0,75.0,3.0,3.0,0,0,0.0,63.9,0,5,0.0,0,0,87.5,1,3,42.9,4,0,1,1,0,5,0,1.7,5.0
Leon Lowery Jr.,123045,ED,ILLINOIS,12,48,0,187,0,,,5.1,,,0,0,,60.4,0,,,0,0,0.0,0,2,4.2,39,2,0,0,0,0,0,0.0,,0,1,3.0,100.0,40.0,11.0,11.0,0,0,0.0,61.7,0,10,28.6,2,0,97.2,3,36,75.0,90,2,4,3,0,22,13,0.7,7.3
Anwar Sparrow,123054,LB,SYRACUSE,11,117,0,304,0,4.0,100.0,75.9,41.0,41.0,0,1,100.0,59.1,0,8,100.0,1,1,100.0,1,44,37.6,58,1,0,1,0,8,4,0.2,8.0,0,3,4.0,88.9,80.0,7.9,7.0,0,1,11.1,65.9,0,25,10.0,1,1,98.1,8,64,54.7,80,3,6,9,0,68,60,1.1,8.5
Stefon Thompson,123055,LB,FLORIDA ST,10,77,0,167,0,,,34.6,,,0,0,,63.6,0,,100.0,1,0,0.0,0,9,11.7,26,1,0,0,0,0,0,0.0,,0,2,1.3,100.0,76.9,8.2,8.2,0,0,0.0,50.7,0,19,14.3,1,0,100.0,6,50,64.9,65,4,4,6,0,48,40,1.0,8.0
Bud Clark,123066,S,TCU,11,400,0,305,0,13.0,70.0,100.0,7.1,5.0,0,1,10.0,81.7,2,13,25.0,1,0,81.3,7,56,14.0,56,1,3,10,3,50,14,1.0,7.1,0,3,6.7,68.0,98.7,16.8,11.4,0,4,16.0,75.2,2,20,15.4,4,4,45.9,17,300,75.0,304,4,19,25,0,123,98,0.4,7.2
Jai'Onte' McMillan,123089,CB,MINNESOTA,11,197,0,225,0,13.6,70.6,98.6,5.5,3.9,0,1,5.9,43.2,0,67,0.0,0,1,110.7,12,71,36.0,72,0,8,17,0,203,54,3.1,16.9,0,1,11.8,83.3,95.2,19.0,15.8,0,0,0.0,68.2,0,15,9.1,1,0,95.1,5,99,50.3,104,2,9,6,0,41,10,0.4,8.2
Xavion Alford,123103,S,ARIZONA ST,2,81,0,110,1,,,91.3,,,0,0,,51.5,0,,0.0,0,0,0.0,0,21,25.9,23,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,0.0,0,0,0.0,0,49,60.5,49,1,4,0,0,0,0,0.0,
